Cell_Index,Sample_Tag,Sample_Name
406750,Multiplet,Multiplet
542630,SampleTag03_hs,SampleTag03_hs
698571,SampleTag01_hs,SampleTag01_hs
454988,SampleTag03_hs,SampleTag03_hs
126413,Multiplet,Multiplet
291259,Multiplet,Multiplet
646481,SampleTag02_hs,SampleTag02_hs
305290,SampleTag03_hs,SampleTag03_hs
233621,SampleTag03_hs,SampleTag03_hs
524704,SampleTag01_hs,SampleTag01_hs
361371,Multiplet,Multiplet
674743,Multiplet,Multiplet
330064,SampleTag02_hs,SampleTag02_hs
348839,SampleTag02_hs,SampleTag02_hs
781017,SampleTag02_hs,SampleTag02_hs
52577,SampleTag03_hs,SampleTag03_hs
561873,SampleTag02_hs,SampleTag02_hs
204981,SampleTag02_hs,SampleTag02_hs
423630,SampleTag01_hs,SampleTag01_hs
707067,SampleTag01_hs,SampleTag01_hs
614657,SampleTag02_hs,SampleTag02_hs
233249,SampleTag01_hs,SampleTag01_hs
843043,Multiplet,Multiplet
710088,SampleTag03_hs,SampleTag03_hs
69238,SampleTag01_hs,SampleTag01_hs
541160,SampleTag03_hs,SampleTag03_hs
138871,SampleTag02_hs,SampleTag02_hs
717278,SampleTag02_hs,SampleTag02_hs
256619,SampleTag01_hs,SampleTag01_hs
365848,SampleTag01_hs,SampleTag01_hs
421024,Multiplet,Multiplet
864871,SampleTag03_hs,SampleTag03_hs
13304,SampleTag03_hs,SampleTag03_hs
482992,Multiplet,Multiplet
367731,SampleTag02_hs,SampleTag02_hs
459213,SampleTag03_hs,SampleTag03_hs
532349,SampleTag02_hs,SampleTag02_hs
708223,SampleTag02_hs,SampleTag02_hs
844909,SampleTag02_hs,SampleTag02_hs
683479,Multiplet,Multiplet
204082,SampleTag02_hs,SampleTag02_hs
807290,SampleTag01_hs,SampleTag01_hs
86146,SampleTag03_hs,SampleTag03_hs
617216,SampleTag01_hs,SampleTag01_hs
201887,SampleTag01_hs,SampleTag01_hs
745986,SampleTag03_hs,SampleTag03_hs
154645,SampleTag02_hs,SampleTag02_hs
65903,SampleTag01_hs,SampleTag01_hs
836444,Multiplet,Multiplet
33391,SampleTag02_hs,SampleTag02_hs
286629,Multiplet,Multiplet
520267,SampleTag02_hs,SampleTag02_hs
588403,SampleTag01_hs,SampleTag01_hs
86985,SampleTag03_hs,SampleTag03_hs
534051,SampleTag03_hs,SampleTag03_hs
662031,SampleTag03_hs,SampleTag03_hs
379014,Multiplet,Multiplet
864202,Multiplet,Multiplet
256536,SampleTag02_hs,SampleTag02_hs
407198,SampleTag03_hs,SampleTag03_hs
275219,SampleTag02_hs,SampleTag02_hs
415343,Multiplet,Multiplet
802905,SampleTag03_hs,SampleTag03_hs
476455,SampleTag03_hs,SampleTag03_hs
99486,SampleTag03_hs,SampleTag03_hs
856842,SampleTag03_hs,SampleTag03_hs
583977,SampleTag03_hs,SampleTag03_hs
649374,SampleTag03_hs,SampleTag03_hs
261458,SampleTag03_hs,SampleTag03_hs
676801,SampleTag02_hs,SampleTag02_hs
213710,Multiplet,Multiplet
310937,SampleTag01_hs,SampleTag01_hs
610473,Multiplet,Multiplet
281635,SampleTag03_hs,SampleTag03_hs
257786,SampleTag02_hs,SampleTag02_hs
296053,SampleTag01_hs,SampleTag01_hs
798980,SampleTag03_hs,SampleTag03_hs
608633,SampleTag02_hs,SampleTag02_hs
731571,Multiplet,Multiplet
800953,SampleTag03_hs,SampleTag03_hs
87316,Multiplet,Multiplet
752432,SampleTag03_hs,SampleTag03_hs
14557,SampleTag02_hs,SampleTag02_hs
837575,SampleTag01_hs,SampleTag01_hs
621183,SampleTag03_hs,SampleTag03_hs
697825,SampleTag02_hs,SampleTag02_hs
858467,Multiplet,Multiplet
220118,SampleTag01_hs,SampleTag01_hs
326866,SampleTag03_hs,SampleTag03_hs
818917,SampleTag03_hs,SampleTag03_hs
151425,SampleTag02_hs,SampleTag02_hs
584993,SampleTag02_hs,SampleTag02_hs
457310,SampleTag01_hs,SampleTag01_hs
184532,SampleTag03_hs,SampleTag03_hs
443396,SampleTag03_hs,SampleTag03_hs
594400,SampleTag01_hs,SampleTag01_hs
654284,SampleTag03_hs,SampleTag03_hs
107960,SampleTag02_hs,SampleTag02_hs
173510,SampleTag02_hs,SampleTag02_hs
846576,SampleTag01_hs,SampleTag01_hs
53288,Multiplet,Multiplet
2113,SampleTag01_hs,SampleTag01_hs
38648,SampleTag03_hs,SampleTag03_hs
477504,SampleTag02_hs,SampleTag02_hs
575773,SampleTag03_hs,SampleTag03_hs
710103,SampleTag03_hs,SampleTag03_hs
555486,SampleTag03_hs,SampleTag03_hs
78589,SampleTag03_hs,SampleTag03_hs
188842,SampleTag03_hs,SampleTag03_hs
527103,SampleTag03_hs,SampleTag03_hs
45604,SampleTag02_hs,SampleTag02_hs
662525,SampleTag02_hs,SampleTag02_hs
108935,SampleTag02_hs,SampleTag02_hs
491702,SampleTag03_hs,SampleTag03_hs
619869,Undetermined,Undetermined
865103,SampleTag02_hs,SampleTag02_hs
526722,SampleTag03_hs,SampleTag03_hs
283000,Multiplet,Multiplet
368925,SampleTag02_hs,SampleTag02_hs
820636,Multiplet,Multiplet
250532,SampleTag03_hs,SampleTag03_hs
702916,SampleTag01_hs,SampleTag01_hs
813999,SampleTag03_hs,SampleTag03_hs
254192,SampleTag01_hs,SampleTag01_hs
575187,SampleTag03_hs,SampleTag03_hs
599268,Multiplet,Multiplet
519894,SampleTag02_hs,SampleTag02_hs
858351,Multiplet,Multiplet
246117,Multiplet,Multiplet
80439,Multiplet,Multiplet
168775,Multiplet,Multiplet
550993,SampleTag03_hs,SampleTag03_hs
301490,SampleTag01_hs,SampleTag01_hs
463172,SampleTag02_hs,SampleTag02_hs
442037,SampleTag01_hs,SampleTag01_hs
586389,SampleTag02_hs,SampleTag02_hs
500466,SampleTag01_hs,SampleTag01_hs
499386,Multiplet,Multiplet
280665,Multiplet,Multiplet
859474,SampleTag02_hs,SampleTag02_hs
447353,Multiplet,Multiplet
331250,Multiplet,Multiplet
564378,SampleTag03_hs,SampleTag03_hs
574651,SampleTag03_hs,SampleTag03_hs
568440,SampleTag03_hs,SampleTag03_hs
598779,SampleTag02_hs,SampleTag02_hs
766,SampleTag02_hs,SampleTag02_hs
598742,SampleTag02_hs,SampleTag02_hs
184692,Multiplet,Multiplet
33530,SampleTag03_hs,SampleTag03_hs
743434,Multiplet,Multiplet
95782,SampleTag02_hs,SampleTag02_hs
556907,SampleTag02_hs,SampleTag02_hs
463692,SampleTag03_hs,SampleTag03_hs
485484,Multiplet,Multiplet
797264,Multiplet,Multiplet
595942,SampleTag03_hs,SampleTag03_hs
418890,SampleTag01_hs,SampleTag01_hs
61096,SampleTag03_hs,SampleTag03_hs
22206,SampleTag01_hs,SampleTag01_hs
520408,SampleTag02_hs,SampleTag02_hs
22412,SampleTag02_hs,SampleTag02_hs
625650,SampleTag03_hs,SampleTag03_hs
7241,SampleTag01_hs,SampleTag01_hs
472259,SampleTag01_hs,SampleTag01_hs
847094,Multiplet,Multiplet
657989,SampleTag03_hs,SampleTag03_hs
587783,SampleTag01_hs,SampleTag01_hs
4338,SampleTag03_hs,SampleTag03_hs
13069,SampleTag03_hs,SampleTag03_hs
232047,SampleTag01_hs,SampleTag01_hs
593350,SampleTag02_hs,SampleTag02_hs
138950,Multiplet,Multiplet
506646,SampleTag03_hs,SampleTag03_hs
705417,SampleTag01_hs,SampleTag01_hs
330537,SampleTag01_hs,SampleTag01_hs
401190,SampleTag03_hs,SampleTag03_hs
94393,SampleTag03_hs,SampleTag03_hs
617859,SampleTag03_hs,SampleTag03_hs
705180,SampleTag02_hs,SampleTag02_hs
410998,SampleTag02_hs,SampleTag02_hs
607553,SampleTag02_hs,SampleTag02_hs
228332,SampleTag03_hs,SampleTag03_hs
542930,SampleTag03_hs,SampleTag03_hs
324127,SampleTag03_hs,SampleTag03_hs
291098,SampleTag02_hs,SampleTag02_hs
559409,SampleTag02_hs,SampleTag02_hs
139092,SampleTag02_hs,SampleTag02_hs
173714,SampleTag02_hs,SampleTag02_hs
75072,SampleTag02_hs,SampleTag02_hs
14678,SampleTag01_hs,SampleTag01_hs
626661,SampleTag01_hs,SampleTag01_hs
819387,Multiplet,Multiplet
524577,SampleTag03_hs,SampleTag03_hs
75477,SampleTag02_hs,SampleTag02_hs
646878,SampleTag01_hs,SampleTag01_hs
16923,SampleTag01_hs,SampleTag01_hs
580763,SampleTag01_hs,SampleTag01_hs
734827,SampleTag01_hs,SampleTag01_hs
232294,SampleTag03_hs,SampleTag03_hs
625011,SampleTag02_hs,SampleTag02_hs
507123,SampleTag01_hs,SampleTag01_hs
702583,SampleTag02_hs,SampleTag02_hs
49802,SampleTag02_hs,SampleTag02_hs
500515,Multiplet,Multiplet
613798,SampleTag01_hs,SampleTag01_hs
549608,SampleTag02_hs,SampleTag02_hs
732456,Multiplet,Multiplet
856062,SampleTag01_hs,SampleTag01_hs
535142,SampleTag03_hs,SampleTag03_hs
5208,SampleTag03_hs,SampleTag03_hs
285482,SampleTag01_hs,SampleTag01_hs
703252,SampleTag01_hs,SampleTag01_hs
692613,SampleTag01_hs,SampleTag01_hs
796502,Multiplet,Multiplet
51768,SampleTag02_hs,SampleTag02_hs
402662,Multiplet,Multiplet
661074,SampleTag03_hs,SampleTag03_hs
139385,SampleTag02_hs,SampleTag02_hs
472520,SampleTag01_hs,SampleTag01_hs
146809,SampleTag02_hs,SampleTag02_hs
253899,SampleTag02_hs,SampleTag02_hs
347948,SampleTag03_hs,SampleTag03_hs
476739,SampleTag03_hs,SampleTag03_hs
601884,SampleTag03_hs,SampleTag03_hs
229882,Multiplet,Multiplet
417270,SampleTag03_hs,SampleTag03_hs
125329,Multiplet,Multiplet
455228,SampleTag03_hs,SampleTag03_hs
58374,SampleTag03_hs,SampleTag03_hs
512712,SampleTag02_hs,SampleTag02_hs
783990,Multiplet,Multiplet
667818,Multiplet,Multiplet
440464,SampleTag01_hs,SampleTag01_hs
135843,SampleTag01_hs,SampleTag01_hs
319031,SampleTag03_hs,SampleTag03_hs
408,SampleTag01_hs,SampleTag01_hs
261636,SampleTag02_hs,SampleTag02_hs
38581,SampleTag03_hs,SampleTag03_hs
740939,SampleTag01_hs,SampleTag01_hs
819056,SampleTag01_hs,SampleTag01_hs
581412,SampleTag01_hs,SampleTag01_hs
77398,SampleTag03_hs,SampleTag03_hs
819405,SampleTag02_hs,SampleTag02_hs
267180,SampleTag03_hs,SampleTag03_hs
716585,SampleTag02_hs,SampleTag02_hs
77561,SampleTag03_hs,SampleTag03_hs
479233,SampleTag01_hs,SampleTag01_hs
828733,Multiplet,Multiplet
203406,SampleTag02_hs,SampleTag02_hs
205877,SampleTag01_hs,SampleTag01_hs
841526,SampleTag01_hs,SampleTag01_hs
75334,SampleTag03_hs,SampleTag03_hs
22984,SampleTag01_hs,SampleTag01_hs
245781,SampleTag01_hs,SampleTag01_hs
432415,SampleTag01_hs,SampleTag01_hs
539294,SampleTag02_hs,SampleTag02_hs
489265,Multiplet,Multiplet
714074,SampleTag02_hs,SampleTag02_hs
729591,SampleTag03_hs,SampleTag03_hs
27625,SampleTag01_hs,SampleTag01_hs
747248,Multiplet,Multiplet
1085,SampleTag01_hs,SampleTag01_hs
387284,SampleTag02_hs,SampleTag02_hs
366219,SampleTag01_hs,SampleTag01_hs
185131,SampleTag01_hs,SampleTag01_hs
253771,Multiplet,Multiplet
464062,SampleTag03_hs,SampleTag03_hs
453840,SampleTag03_hs,SampleTag03_hs
89471,SampleTag01_hs,SampleTag01_hs
746210,SampleTag01_hs,SampleTag01_hs
367277,Multiplet,Multiplet
824977,SampleTag02_hs,SampleTag02_hs
150153,SampleTag01_hs,SampleTag01_hs
509767,SampleTag03_hs,SampleTag03_hs
678948,SampleTag03_hs,SampleTag03_hs
96405,SampleTag03_hs,SampleTag03_hs
605296,SampleTag03_hs,SampleTag03_hs
539857,SampleTag01_hs,SampleTag01_hs
571075,SampleTag03_hs,SampleTag03_hs
612721,SampleTag02_hs,SampleTag02_hs
598985,SampleTag03_hs,SampleTag03_hs
724133,SampleTag01_hs,SampleTag01_hs
606580,SampleTag01_hs,SampleTag01_hs
274984,Multiplet,Multiplet
858028,SampleTag02_hs,SampleTag02_hs
45071,SampleTag03_hs,SampleTag03_hs
519946,Multiplet,Multiplet
229165,SampleTag02_hs,SampleTag02_hs
875275,SampleTag03_hs,SampleTag03_hs
498601,SampleTag02_hs,SampleTag02_hs
119736,SampleTag03_hs,SampleTag03_hs
425720,SampleTag03_hs,SampleTag03_hs
273760,SampleTag01_hs,SampleTag01_hs
668293,SampleTag03_hs,SampleTag03_hs
116737,SampleTag01_hs,SampleTag01_hs
739053,SampleTag03_hs,SampleTag03_hs
564108,SampleTag03_hs,SampleTag03_hs
194310,Multiplet,Multiplet
592356,SampleTag02_hs,SampleTag02_hs
604010,SampleTag02_hs,SampleTag02_hs
225059,SampleTag03_hs,SampleTag03_hs
477933,SampleTag01_hs,SampleTag01_hs
82696,SampleTag01_hs,SampleTag01_hs
414383,SampleTag02_hs,SampleTag02_hs
621240,Multiplet,Multiplet
462055,SampleTag01_hs,SampleTag01_hs
525955,SampleTag02_hs,SampleTag02_hs
74101,SampleTag02_hs,SampleTag02_hs
350416,SampleTag01_hs,SampleTag01_hs
55980,SampleTag01_hs,SampleTag01_hs
497282,SampleTag01_hs,SampleTag01_hs
795678,Multiplet,Multiplet
496668,SampleTag01_hs,SampleTag01_hs
805869,SampleTag02_hs,SampleTag02_hs
30910,SampleTag03_hs,SampleTag03_hs
60369,SampleTag01_hs,SampleTag01_hs
331770,SampleTag01_hs,SampleTag01_hs
91273,SampleTag01_hs,SampleTag01_hs
445841,SampleTag02_hs,SampleTag02_hs
142726,SampleTag02_hs,SampleTag02_hs
817196,Multiplet,Multiplet
168309,SampleTag03_hs,SampleTag03_hs
233996,SampleTag03_hs,SampleTag03_hs
430469,SampleTag03_hs,SampleTag03_hs
82057,SampleTag03_hs,SampleTag03_hs
153145,Multiplet,Multiplet
410547,Multiplet,Multiplet
391421,SampleTag02_hs,SampleTag02_hs
469031,SampleTag01_hs,SampleTag01_hs
559405,SampleTag03_hs,SampleTag03_hs
657626,SampleTag02_hs,SampleTag02_hs
189802,SampleTag02_hs,SampleTag02_hs
558347,SampleTag02_hs,SampleTag02_hs
279081,SampleTag01_hs,SampleTag01_hs
109368,SampleTag01_hs,SampleTag01_hs
150456,SampleTag03_hs,SampleTag03_hs
222098,SampleTag02_hs,SampleTag02_hs
601691,SampleTag03_hs,SampleTag03_hs
735603,SampleTag03_hs,SampleTag03_hs
571840,SampleTag02_hs,SampleTag02_hs
319945,SampleTag02_hs,SampleTag02_hs
673505,SampleTag02_hs,SampleTag02_hs
156418,SampleTag03_hs,SampleTag03_hs
612572,Multiplet,Multiplet
165178,Multiplet,Multiplet
69975,SampleTag01_hs,SampleTag01_hs
585028,SampleTag03_hs,SampleTag03_hs
146423,SampleTag02_hs,SampleTag02_hs
680667,SampleTag01_hs,SampleTag01_hs
49877,SampleTag03_hs,SampleTag03_hs
656293,SampleTag01_hs,SampleTag01_hs
276186,SampleTag01_hs,SampleTag01_hs
596528,SampleTag02_hs,SampleTag02_hs
613647,SampleTag01_hs,SampleTag01_hs
197992,Multiplet,Multiplet
209232,SampleTag02_hs,SampleTag02_hs
377154,SampleTag03_hs,SampleTag03_hs
408206,SampleTag03_hs,SampleTag03_hs
697403,SampleTag01_hs,SampleTag01_hs
41998,SampleTag02_hs,SampleTag02_hs
776685,SampleTag01_hs,SampleTag01_hs
876744,SampleTag01_hs,SampleTag01_hs
49950,Multiplet,Multiplet
10946,SampleTag03_hs,SampleTag03_hs
74437,SampleTag03_hs,SampleTag03_hs
108581,SampleTag02_hs,SampleTag02_hs
537563,SampleTag02_hs,SampleTag02_hs
847270,SampleTag03_hs,SampleTag03_hs
630877,SampleTag02_hs,SampleTag02_hs
312368,SampleTag02_hs,SampleTag02_hs
219464,SampleTag01_hs,SampleTag01_hs
657589,SampleTag01_hs,SampleTag01_hs
720046,SampleTag03_hs,SampleTag03_hs
39186,SampleTag03_hs,SampleTag03_hs
540451,SampleTag01_hs,SampleTag01_hs
550717,SampleTag02_hs,SampleTag02_hs
61310,SampleTag01_hs,SampleTag01_hs
422477,SampleTag03_hs,SampleTag03_hs
228505,SampleTag03_hs,SampleTag03_hs
213162,SampleTag01_hs,SampleTag01_hs
343652,SampleTag02_hs,SampleTag02_hs
847501,SampleTag03_hs,SampleTag03_hs
431694,SampleTag01_hs,SampleTag01_hs
782808,SampleTag01_hs,SampleTag01_hs
878870,SampleTag01_hs,SampleTag01_hs
624006,SampleTag01_hs,SampleTag01_hs
796073,SampleTag03_hs,SampleTag03_hs
143968,SampleTag03_hs,SampleTag03_hs
211211,SampleTag02_hs,SampleTag02_hs
42402,SampleTag03_hs,SampleTag03_hs
143431,SampleTag01_hs,SampleTag01_hs
49014,Multiplet,Multiplet
234177,SampleTag03_hs,SampleTag03_hs
355348,SampleTag01_hs,SampleTag01_hs
601407,SampleTag02_hs,SampleTag02_hs
892,SampleTag02_hs,SampleTag02_hs
792015,Multiplet,Multiplet
838220,SampleTag03_hs,SampleTag03_hs
179749,SampleTag02_hs,SampleTag02_hs
595281,SampleTag01_hs,SampleTag01_hs
774297,SampleTag01_hs,SampleTag01_hs
103106,SampleTag03_hs,SampleTag03_hs
509969,SampleTag03_hs,SampleTag03_hs
616908,SampleTag03_hs,SampleTag03_hs
281574,SampleTag01_hs,SampleTag01_hs
556029,SampleTag02_hs,SampleTag02_hs
613278,SampleTag02_hs,SampleTag02_hs
587040,SampleTag02_hs,SampleTag02_hs
420590,SampleTag02_hs,SampleTag02_hs
465131,SampleTag02_hs,SampleTag02_hs
647281,SampleTag03_hs,SampleTag03_hs
725038,SampleTag01_hs,SampleTag01_hs
60130,Multiplet,Multiplet
460227,SampleTag01_hs,SampleTag01_hs
12767,SampleTag02_hs,SampleTag02_hs
447754,SampleTag01_hs,SampleTag01_hs
133780,SampleTag02_hs,SampleTag02_hs
160696,SampleTag03_hs,SampleTag03_hs
809507,SampleTag02_hs,SampleTag02_hs
570260,Multiplet,Multiplet
330797,Multiplet,Multiplet
581445,SampleTag03_hs,SampleTag03_hs
273187,Undetermined,Undetermined
326055,SampleTag01_hs,SampleTag01_hs
261148,SampleTag03_hs,SampleTag03_hs
653565,SampleTag01_hs,SampleTag01_hs
741124,SampleTag01_hs,SampleTag01_hs
299194,SampleTag02_hs,SampleTag02_hs
556916,SampleTag02_hs,SampleTag02_hs
9137,SampleTag01_hs,SampleTag01_hs
42053,SampleTag01_hs,SampleTag01_hs
105731,SampleTag01_hs,SampleTag01_hs
438822,SampleTag01_hs,SampleTag01_hs
210159,SampleTag03_hs,SampleTag03_hs
445806,Multiplet,Multiplet
327105,SampleTag02_hs,SampleTag02_hs
88883,SampleTag02_hs,SampleTag02_hs
286978,SampleTag02_hs,SampleTag02_hs
29064,Multiplet,Multiplet
416249,SampleTag03_hs,SampleTag03_hs
309447,SampleTag02_hs,SampleTag02_hs
790029,Multiplet,Multiplet
145416,SampleTag03_hs,SampleTag03_hs
267632,SampleTag03_hs,SampleTag03_hs
327890,SampleTag01_hs,SampleTag01_hs
822918,Multiplet,Multiplet
358800,SampleTag03_hs,SampleTag03_hs
503154,SampleTag02_hs,SampleTag02_hs
547140,SampleTag02_hs,SampleTag02_hs
743234,SampleTag01_hs,SampleTag01_hs
358434,SampleTag01_hs,SampleTag01_hs
549988,SampleTag03_hs,SampleTag03_hs
811592,SampleTag01_hs,SampleTag01_hs
188243,SampleTag03_hs,SampleTag03_hs
131083,Multiplet,Multiplet
120600,SampleTag01_hs,SampleTag01_hs
409810,SampleTag03_hs,SampleTag03_hs
671050,Multiplet,Multiplet
495149,SampleTag03_hs,SampleTag03_hs
156192,Multiplet,Multiplet
199038,Multiplet,Multiplet
345629,SampleTag01_hs,SampleTag01_hs
519048,SampleTag03_hs,SampleTag03_hs
190483,SampleTag03_hs,SampleTag03_hs
601103,SampleTag03_hs,SampleTag03_hs
27810,SampleTag03_hs,SampleTag03_hs
401039,SampleTag02_hs,SampleTag02_hs
664606,Multiplet,Multiplet
528449,SampleTag01_hs,SampleTag01_hs
260779,SampleTag02_hs,SampleTag02_hs
617405,SampleTag02_hs,SampleTag02_hs
112402,Multiplet,Multiplet
463245,SampleTag01_hs,SampleTag01_hs
253649,SampleTag02_hs,SampleTag02_hs
308227,SampleTag01_hs,SampleTag01_hs
843843,SampleTag01_hs,SampleTag01_hs
80102,SampleTag01_hs,SampleTag01_hs
364747,SampleTag02_hs,SampleTag02_hs
479695,SampleTag01_hs,SampleTag01_hs
654000,SampleTag02_hs,SampleTag02_hs
737621,SampleTag03_hs,SampleTag03_hs
172050,Multiplet,Multiplet
522080,SampleTag03_hs,SampleTag03_hs
75784,SampleTag01_hs,SampleTag01_hs
211798,SampleTag03_hs,SampleTag03_hs
624595,SampleTag02_hs,SampleTag02_hs
619007,SampleTag03_hs,SampleTag03_hs
806031,SampleTag02_hs,SampleTag02_hs
725017,SampleTag01_hs,SampleTag01_hs
200497,SampleTag01_hs,SampleTag01_hs
768722,SampleTag03_hs,SampleTag03_hs
185845,Multiplet,Multiplet
53202,SampleTag03_hs,SampleTag03_hs
240535,Multiplet,Multiplet
416729,SampleTag02_hs,SampleTag02_hs
450550,SampleTag03_hs,SampleTag03_hs
578587,SampleTag02_hs,SampleTag02_hs
90449,SampleTag02_hs,SampleTag02_hs
60624,SampleTag03_hs,SampleTag03_hs
143412,SampleTag01_hs,SampleTag01_hs
625912,SampleTag01_hs,SampleTag01_hs
713247,Multiplet,Multiplet
69780,SampleTag01_hs,SampleTag01_hs
209438,SampleTag03_hs,SampleTag03_hs
432043,SampleTag01_hs,SampleTag01_hs
523389,SampleTag03_hs,SampleTag03_hs
100642,SampleTag02_hs,SampleTag02_hs
322388,SampleTag03_hs,SampleTag03_hs
583165,SampleTag03_hs,SampleTag03_hs
501450,Multiplet,Multiplet
171262,SampleTag02_hs,SampleTag02_hs
258491,Multiplet,Multiplet
55505,SampleTag03_hs,SampleTag03_hs
384068,Multiplet,Multiplet
804656,SampleTag01_hs,SampleTag01_hs
127474,Multiplet,Multiplet
447929,SampleTag02_hs,SampleTag02_hs
831272,Multiplet,Multiplet
626831,SampleTag03_hs,SampleTag03_hs
580588,SampleTag02_hs,SampleTag02_hs
153339,SampleTag03_hs,SampleTag03_hs
250338,SampleTag03_hs,SampleTag03_hs
816813,SampleTag01_hs,SampleTag01_hs
30681,SampleTag03_hs,SampleTag03_hs
863350,SampleTag02_hs,SampleTag02_hs
383387,SampleTag01_hs,SampleTag01_hs
344858,SampleTag02_hs,SampleTag02_hs
318883,SampleTag03_hs,SampleTag03_hs
462960,SampleTag02_hs,SampleTag02_hs
58479,SampleTag03_hs,SampleTag03_hs
603928,SampleTag01_hs,SampleTag01_hs
230067,SampleTag01_hs,SampleTag01_hs
466692,SampleTag01_hs,SampleTag01_hs
557196,SampleTag03_hs,SampleTag03_hs
90750,SampleTag01_hs,SampleTag01_hs
673720,Multiplet,Multiplet
805044,SampleTag02_hs,SampleTag02_hs
397407,SampleTag01_hs,SampleTag01_hs
505087,SampleTag03_hs,SampleTag03_hs
209116,SampleTag01_hs,SampleTag01_hs
814133,SampleTag03_hs,SampleTag03_hs
513658,SampleTag03_hs,SampleTag03_hs
864680,SampleTag01_hs,SampleTag01_hs
709265,SampleTag03_hs,SampleTag03_hs
10862,SampleTag02_hs,SampleTag02_hs
133709,SampleTag03_hs,SampleTag03_hs
473646,SampleTag03_hs,SampleTag03_hs
448977,SampleTag03_hs,SampleTag03_hs
677596,SampleTag02_hs,SampleTag02_hs
618875,SampleTag02_hs,SampleTag02_hs
226357,SampleTag03_hs,SampleTag03_hs
415835,SampleTag03_hs,SampleTag03_hs
111881,SampleTag01_hs,SampleTag01_hs
7978,SampleTag02_hs,SampleTag02_hs
626083,SampleTag01_hs,SampleTag01_hs
53511,SampleTag03_hs,SampleTag03_hs
491765,SampleTag01_hs,SampleTag01_hs
578019,Multiplet,Multiplet
20108,SampleTag03_hs,SampleTag03_hs
773993,SampleTag02_hs,SampleTag02_hs
208281,SampleTag03_hs,SampleTag03_hs
321854,SampleTag03_hs,SampleTag03_hs
703892,SampleTag01_hs,SampleTag01_hs
452577,SampleTag01_hs,SampleTag01_hs
182286,Multiplet,Multiplet
760504,SampleTag02_hs,SampleTag02_hs
765625,SampleTag01_hs,SampleTag01_hs
707431,SampleTag01_hs,SampleTag01_hs
446080,SampleTag03_hs,SampleTag03_hs
253575,SampleTag02_hs,SampleTag02_hs
579528,SampleTag02_hs,SampleTag02_hs
592552,SampleTag03_hs,SampleTag03_hs
85601,SampleTag03_hs,SampleTag03_hs
492697,SampleTag03_hs,SampleTag03_hs
450822,SampleTag02_hs,SampleTag02_hs
621335,SampleTag03_hs,SampleTag03_hs
307355,SampleTag03_hs,SampleTag03_hs
399052,SampleTag03_hs,SampleTag03_hs
455896,SampleTag03_hs,SampleTag03_hs
527581,SampleTag01_hs,SampleTag01_hs
242873,SampleTag03_hs,SampleTag03_hs
808384,SampleTag03_hs,SampleTag03_hs
272388,SampleTag01_hs,SampleTag01_hs
698457,Multiplet,Multiplet
624509,SampleTag03_hs,SampleTag03_hs
39139,SampleTag02_hs,SampleTag02_hs
851970,SampleTag02_hs,SampleTag02_hs
228802,SampleTag02_hs,SampleTag02_hs
571142,SampleTag02_hs,SampleTag02_hs
602620,SampleTag01_hs,SampleTag01_hs
586629,SampleTag02_hs,SampleTag02_hs
597871,Multiplet,Multiplet
490103,SampleTag03_hs,SampleTag03_hs
516918,SampleTag02_hs,SampleTag02_hs
701833,SampleTag02_hs,SampleTag02_hs
203374,SampleTag01_hs,SampleTag01_hs
435543,SampleTag03_hs,SampleTag03_hs
762401,SampleTag02_hs,SampleTag02_hs
4826,SampleTag01_hs,SampleTag01_hs
77453,SampleTag02_hs,SampleTag02_hs
268825,SampleTag03_hs,SampleTag03_hs
588533,SampleTag02_hs,SampleTag02_hs
678440,SampleTag02_hs,SampleTag02_hs
440880,SampleTag02_hs,SampleTag02_hs
544208,SampleTag03_hs,SampleTag03_hs
621124,SampleTag01_hs,SampleTag01_hs
611144,SampleTag02_hs,SampleTag02_hs
463744,Multiplet,Multiplet
568457,SampleTag03_hs,SampleTag03_hs
749223,Multiplet,Multiplet
357923,SampleTag02_hs,SampleTag02_hs
156828,SampleTag01_hs,SampleTag01_hs
257220,SampleTag01_hs,SampleTag01_hs
209488,SampleTag03_hs,SampleTag03_hs
611217,SampleTag03_hs,SampleTag03_hs
730482,SampleTag02_hs,SampleTag02_hs
858926,SampleTag02_hs,SampleTag02_hs
83130,SampleTag02_hs,SampleTag02_hs
357297,SampleTag02_hs,SampleTag02_hs
475778,SampleTag01_hs,SampleTag01_hs
750735,SampleTag03_hs,SampleTag03_hs
32107,SampleTag02_hs,SampleTag02_hs
582537,SampleTag03_hs,SampleTag03_hs
205397,SampleTag02_hs,SampleTag02_hs
295836,Multiplet,Multiplet
223681,SampleTag03_hs,SampleTag03_hs
255474,SampleTag03_hs,SampleTag03_hs
63754,SampleTag02_hs,SampleTag02_hs
569309,SampleTag01_hs,SampleTag01_hs
81367,SampleTag02_hs,SampleTag02_hs
154555,SampleTag01_hs,SampleTag01_hs
386481,Multiplet,Multiplet
156959,Multiplet,Multiplet
588448,SampleTag01_hs,SampleTag01_hs
604644,SampleTag01_hs,SampleTag01_hs
588949,SampleTag03_hs,SampleTag03_hs
822250,SampleTag02_hs,SampleTag02_hs
74820,SampleTag01_hs,SampleTag01_hs
716580,SampleTag03_hs,SampleTag03_hs
92506,Multiplet,Multiplet
840210,SampleTag02_hs,SampleTag02_hs
388372,Multiplet,Multiplet
